name,ingredient,instructions
Goat's Delight,"Brandy 1.0 oz
Kirschwasser 1.5 oz
Half-and-half 0.25 oz
Orgeat 1.0 oz
Absinthe 1.0 oz",Shake with ice and strain into chilled cocktail glass.
Goat's Delight with Almond syrup,"Almond syrup 1.0 oz
Brandy 1.0 oz
Kirschwasser 1.5 oz
Half-and-half 0.25 oz",Shake with ice and strain into chilled cocktail glass.
Goat's Delight with Pastis,"Pastis 1.0 oz
Brandy 1.0 oz
Kirschwasser 1.5 oz
Half-and-half 0.25 oz",Shake with ice and strain into chilled cocktail glass.
God Child,"Amaretto di saronno 1.0 oz
Mr. boston vodka 1.0 oz
Heavy cream 1.0 oz",Shake well with cracked ice. Strain and serve in a champagne glass.
Godchild,"Vodka 1.0 oz
Amaretto 1.0 oz
Heavy cream 1.0 oz",Shake well with ice and strain into chilled cocktail glass.
Godfather,"Blended scotch whiskey 1.5 oz
Amaretto 0.75 oz",Pour into ice-filled old-fashioned glass and stir.
Godmother,"Vodka 1.5 oz
Amaretto 0.75 oz",Combine in ice-filled old-fashioned glass.
Golden Dawn,"Apple brandy 1.0 oz
Apricot-flavored brandy 0.5 oz
Gin 0.5 oz
Orange juice 1.0 oz
Grenadine 1.0 oz",Shake first four ingredients with ice and strain into ice-filled oldfashioned glass. Add grenadine.
Golden Eclipse,"Dark rum 1.5 oz
Amaro 0.25 oz
Lemon juice 0.5 oz
Orange bitters 1.0 oz
Apple cider 3.0 oz
Golden delicious apple wedge 1.0 units",Shake first four ingredients with ice. Strain into chilled cocktail glass. Top with cider. Garnish with apple wedge perched on glass rim.
Golden Fizz,"Lemon juice 0.5 oz
Powdered sugar 0.5 oz
Gin 1.5 oz
Egg yolk 1.0 units",Shake with ice and strain into highball glass. Fill with carbonated water.
Golden Frappe,"Orange juice 1.0 oz
Lemon juice 2.0 oz
Sugar 1.0 oz
Port 1.0 oz","Stir orange juice, lemon juice, and sugar in collins glass. Add crushed ice and port."
Golden Freindship,"Amaretto 1.0 oz
Sweet vermouth 1.0 oz
Light rum 1.0 oz",Mix equal parts in a collins glass over ice and fill with ginger ale. Garnish with an orange spiral and a cherry.
Golden Friendship,"Light rum 1.0 oz
Sweet vermouth 1.0 oz
Amaretto 1.0 oz
Orange zest spiral 1.0 units
Maraschino cherry 1.0 units","Stir first three ingredients in ice-filled Collins glass with ice, then fill with ginger ale. Garnish with orange and cherry."
Golden Slipper,"Yellow chartreuse 0.75 oz
Apricot-flavored brandy 2.0 oz",Stir with ice and strain into cocktail glass. Float an unbroken egg yolk on top
Golden Slipper Cocktail,"Yellow chartreuse 0.75 oz
Old mr. boston apricot flavored brandy 2.0 oz",Stir with ice and strain into cocktail glass. Float an unbroken egg yolk on top.
Goldrush,"Bourbon whiskey 2.0 oz
Lemon juice 0.75 oz
Honey syrup 1.0 oz",Shake and strain into ice-filled old-fashioned glass.
Gotham,"Absinthe 1.0 oz
Brandy 3.0 oz
Peach bitters 3.0 oz
Lemon twist 1.0 units",Pour absinthe into chilled old-fashioned glass and swirl to coat. Shake brandy and bitters with ice and strain into glass. Add lemon twist.
Grande Guignol,"Dark rum 1.5 oz
Yellow chartreuse 0.75 oz
Cherry heering 0.75 oz
Lime juice 0.75 oz
Lime wheels 1.0 units",Shake with ice and strain into chilled cocktail glass. Garnish with lime.
Grandfather,"Bourbon whiskey 1.0 oz
Applejack 1.0 oz
Sweet vermouth 1.0 oz
Angostura bitters 1.0 oz
Peychaud's bitters 1.0 oz
Maraschino cherry 1.0 units",Stir with ice and strain into chilled cocktail glass. Garnish with cherry.
Grape Nehi,"Vodka 1.0 oz
Raspberry-flavored liqueur 1.0 oz
Lemon juice 1.0 oz",Shake with ice and strain into chilled cocktail glass.
Grape Vodka Froth,"Vodka 1.5 oz
Grape juice 1.0 oz
Egg white 1.0 units
Lemon juice 1.0 oz",Shake with ice and strain into old-fashioned glass over ice cubes.
Grapefruit Cocktail,"Grape juice 1.0 oz
Gin 1.0 oz
Maraschino 1.0 oz",Shake with ice and strain into cocktail glass. Serve with a cherry.
Grapefruit Gimlet Royale,"Vodka 1.5 oz
Fresh grapefruit juice 1.0 oz
Lime juice 0.25 oz
Simple syrup 0.25 oz
Chilled champagne 2.0 oz",Shake first four ingredients with ice and strain into chilled cocktail glass. Top with Champagne.
Grapefruit Nog,"Brandy 1.5 oz
Grapefruit juice 0.5 oz
Lemon juice 1.0 oz
Honey 1.0 oz
Egg 1.0 units",Blend all ingredients with a cup of crushed ice at low speed and pour into collins glass over ice cubes.
Grasshopper Cocktail,"Old mr. boston green creme de menthe 0.75 oz
Old mr. boston white creme de cacao 0.75 oz
Light sweet cream 0.75 oz",Shake with ice and strain into cocktail glass.
Green Devil,"Gin 1.5 oz
Green creme de menthe 1.5 oz
Lime juice 1.0 oz",Shake with ice and strain into old-fashioned glass over ice cubes. Decorate with mint leaves.
Green Dragon Cocktail,"Lemon juice 0.5 oz
Old mr. boston kummel 0.5 oz
Old mr. boston green creme de menthe 0.5 oz
Old mr. boston dry gin 1.5 oz
Orange bitters 4.0 oz",Shake with ice and strain into cocktail glass.
Green Fizz,"Powdered sugar 1.0 oz
Egg white 1.0 units
Lemon juice 0.5 oz
Gin 2.0 oz
Green creme de menthe 1.0 oz",Shake with ice and strain into highball glass over two cubes of ice. Fill with carbonated water and stir.
Green Hornet (Dry),"Lime vodka 2.0 oz
Lemon-lime soda 3.0 oz
Powdered sugar 1.0 oz","Pour lime vodka over ice cubes in a collins glass. Fill with lemon-lime soda, stir, and add a half-slice of lime."
Green Opal,"Gin 0.5 oz
Anisette 0.5 oz
Anis 1.0 oz",Shake with ice and strain into cocktail glass.
Green Opal Cocktail,"Old mr. boston dry gin 0.5 oz
Old mr. boston anisette 0.5 oz
Absinthe 1.0 oz",Shake with ice and strain into cocktail glass.
Greenback,"Gin 1.5 oz
Green creme de menthe 1.0 oz
Lemon juice 1.0 oz",Shake with ice and strain into old-fashioned glass over ice cubes.
Greenpoint,"Straight rye whiskey 2.0 oz
Yellow chartreuse 0.5 oz
Sweet vermouth 0.5 oz
Angostura bitters 1.0 oz
Orange bitters 1.0 oz
Lemon twist 1.0 units",Stir with ice and strain into chilled cocktail glass. Add lemon twist.
Grenadine Rickey,"Lime juice 0.5 oz
Grenadine 1.5 oz",Pour into highball glass over ice cubes and fill with carbonated water. Stir. Put a slice of lime in glass.
Greyhound,"Gin 1.5 oz
Grapefruit juice 5.0 oz",Pour into highball glass over ice cubes. Stir well.
Grounds For Divorce,"Straight rye whiskey 1.5 oz
Kirschwasser 0.75 oz
Cynar 0.25 oz
Amaro 0.5 oz",Stir and strain into chilled cocktail glass. Add orange twist.
Guadalajara,"Blanco tequila 2.0 oz
Dry vermouth 1.0 oz
Benedictine 0.5 oz",Stir with ice and strain into chilled cocktail glass. Add lemon twist.
H. P. W. Cocktail,"Dry vermouth 1.5 oz
Sweet vermouth 1.5 oz
Gin 1.5 oz",Stir with ice and strain into cocktail glass. Add a twist of orange peel.
H.P.W. Cocktail,"Dry vermouth 1.5 oz
Sweet vermouth 1.5 oz
Gin 1.5 oz",Stir with ice and strain into cocktail glass. Add a twist of orange peel.
Hai Karate,"Dark rum 2.0 oz
Lime juice 1.0 oz
Pineapple juice 1.0 oz
Orange juice 1.0 oz
Maple syrup 1.0 oz
Angostura bitters 1.0 oz",Shake with ice and strain into ice-filled Collins glass. Garnish with cherry/orange flag.
Hair Raiser,"100-proof vodka 1.5 oz
Rock 0.5 oz
Rye 0.5 oz
Lemon juice 1.0 oz",Shake with ice and strain into cocktail glass.
Hair Raiser Cocktail,"Old mr. boston 100 proof vodka 1.5 oz
Old mr. boston rock 0.5 oz
Rye 0.5 oz
Lemon juice 1.0 oz",Shake with ice and strain into cocktail glass.
Hairy Sunrise,"Blanco tequila 0.75 oz
Vodka 0.75 oz
Triple sec 0.5 oz
Orange juice 3.0 oz
Fresh grenadine 1.0 oz
Lime wedges 1.0 units",Shake first four ingredients with ice. Strain into ice-filled Collins glass. Float grenadine on top. Garnish with lime.
Handball Cooler,"Vodka 1.5 oz
Soda water 3.0 oz
Orange juice 0.5 oz",Pour vodka into ice-filled highball glass. Fill almost to top with soda water. Top with orange juice and stir. Add lime.
Harrington,"Vodka 1.5 oz
Triple sec 0.25 oz
Green chartreuse 1.0 oz",Stir with ice and strain into chilled cocktail glass. Add orange zest.
Harvard Cocktail,"Brandy 1.5 oz
Sweet vermouth 0.75 oz
Lemon juice 0.5 oz
Grenadine 1.0 oz
Angostura bitters 1.0 oz",Shake with ice and strain into chilled cocktail glass.
Harvard Cooler,"Apple brandy 2.0 oz
Simple syrup 0.5 oz
Orange 1.0 units
Soda water 3.0 oz",Stir brandy and syrup in Collins glass. Add ice cubes and fill with soda water or ginger ale. Insert spiral of orange or lemon zest (or both) and dangle end(s) over rim of glass.
Harvard Cooler with Ginger ale,"Ginger ale 3.0 oz
Apple brandy 2.0 oz
Simple syrup 0.5 oz
Orange 1.0 units",Stir brandy and syrup in Collins glass. Add ice cubes and fill with soda water or ginger ale. Insert spiral of orange or lemon zest (or both) and dangle end(s) over rim of glass.
Harvest Moon,"Straight rye whiskey 1.5 oz
Lillet blanc 1.0 oz
Apple brandy 0.5 oz
Green chartreuse 0.25 oz
Angostura bitters 2.0 oz
Orange wheel 1.0 units",Stir with ice and strain into chilled cocktail glass. Add orange twist.
Harvest Nectar,"Light rum 1.5 oz
Pineapple juice 1.0 oz
Cranberry juice 1.0 oz
Orange juice 1.0 oz
Lemon-lime soda 1.0 oz",Shake with ice and strain into ice-filled beer mug.
Harvey Wallbanger,"Vodka 1.0 oz
Orange juice 4.0 oz
Galliano 0.5 oz",Stir vodka and orange juice in Collins glass. Add ice and stir again. Float Galliano on top.
Havana Cocktail,"Light rum 0.75 oz
Pineapple juice 1.5 oz
Lemon juice 0.25 oz",Shake with ice and strain into chilled cocktail glass.
Hawaiin Cocktail,"Gin 2.0 oz
Pineapple juice 1.0 oz
Triple sec 0.5 oz",Shake with ice and strain into cocktail glass.
Headless Horseman,"Vodka 2.0 oz
Angostura bitters 3.0 oz
Ginger ale 3.0 oz","Pour vodka and bitters into Collins glass. Add ice, fill with ginger ale, and stir. Garnish with orange."
Heather Blush,"Blended scotch whiskey 1.0 oz
Strawberry liqueur 1.0 oz
Chilled sparkling wine 3.0 oz
Strawberries 1.0 units",Pour Scotch and liqueur into chilled champagne flute. Top with sparkling wine. Garnish with strawberry.
Heather's Kiss,"Blended scotch whiskey 2.25 oz
Lemon juice 0.5 oz
Agave nectar 0.25 oz
Absinthe 1.0 oz",Shake with ice strain into chilled cocktail glass. Garnish with apple slice.
Heavenly Dram,"Single-malt scotch whisky 2.0 oz
Pedro ximenez sherry 0.5 oz
Lemon juice 0.75 oz
Honey syrup 0.25 oz",Shake with ice and strain into chilled cocktail glass. Add lemon twist.
Hebrides,"Single-malt scotch whisky 1.5 oz
Maraschino liqueur 0.5 oz
Triple sec 0.5 oz
Apple juice 2.0 oz
Lemon juice 0.5 oz
Angostura bitters 1.0 oz",Pour into ice-filled Collins glass and stir.
Hemingway's Nog,"Dark rum 1.5 oz
Vanilla liqueur 0.75 oz
Simple syrup 0.25 oz
Creme fraiche 1.0 oz
Tiki bitters 3.0 oz
Such as bittermen's elemakule 3.0 oz
Freshly grated nutmeg 1.0 units",Shake with ice and strain into chilled cocktail glass. Top with nutmeg.
Hennessy Martini,"Hennessy v.s cognac 2.0 oz
Lemon juice 0.5 oz","Fill shaker or mixing glass with ice. Add Hennessy and lemon juice. Stir gently, don't shake. Let settle. Strain into chilled martini glass. Garnish with twist of lemon peel."
High Cotton,"Straight rye whiskey 2.0 oz
Pimm's no. 1 cup 0.5 oz
Dubonnet rouge 0.5 oz
Peach bitters 2.0 oz",Stir with ice and strain into chilled cocktail glass. Garnish with lemon and mint.
High Plains Drifter No. 1,"Campari 1.0 oz
Blanco tequila 2.0 oz
Lime juice 0.75 oz
Honey syrup 0.75 oz
Angostura bitters 1.0 oz",Swirl Campari in chilled cocktail glass to coat inside; discard excess Campari. Shake remaining ingredients with ice and strain into glass.
Highland Cooler,"Blended scotch whiskey 2.0 oz
Simple syrup 0.5 oz
Lemon 1.0 units
Soda water 3.0 oz",Stir Scotch and syrup in Collins glass. Add ice. Fill with soda and stir again. Insert citrus spiral(s) and dangle end(s) over rim of glass.
Highland Cooler with Ginger ale,"Ginger ale 3.0 oz
Blended scotch whiskey 2.0 oz
Simple syrup 0.5 oz
Lemon 1.0 units",Stir Scotch and syrup in Collins glass. Add ice. Fill with soda and stir again. Insert citrus spiral(s) and dangle end(s) over rim of glass.
Hill Billy Highball,"Georgia moon corn whiskey 2.0 oz
Mountain dew 1.0 units","Pour into highball glass over ice cubes, add a twist of lemon peel, and stir."
Hill Dog,"White whiskey 1.5 oz
Grand marnier 0.5 oz
Dry sherry 0.5 oz
Lavender syrup 0.5 oz",Stir with ice and strain into chilled cocktail glass. Add orange twist.
Hoffman House Cocktail,"Dry vermouth 0.75 oz
Gin 1.5 oz",Stir with ice and strain into cocktail glass. Serve with an olive.
Hole-In-One,"Blended scotch whiskey 1.75 oz
Dry vermouth 0.75 oz
Lemon juice 0.25 oz
Orange bitters 1.0 oz",Shake with ice and strain into chilled cocktail glass.
Hole-in-One Cocktai,"Scotch 1.75 oz
Vermouth 0.75 oz
Lemon juice 0.25 oz
Orange bitters 1.0 oz",Shake with ice and strain into cocktail glass.
Hole-in-One Cocktail,"Desmond & duff scotch whisky 1.75 oz
Dry vermouth 0.75 oz
Lemon juice 0.25 oz
Orange bitters 1.0 oz",Shake with ice and strain into cocktail glass.
Honeymoon Cocktail,"Apple brandy 0.75 oz
Benedictine 0.75 oz
Lemon juice 0.75 oz
Triple sec 0.5 oz",Shake with ice and strain into chilled cocktail glass.
Hoot Mon Cocktail,"Blended scotch whiskey 1.5 oz
Sweet vermouth 0.75 oz
Benedictine 1.0 oz
Lemon twist 1.0 units",Stir with ice and strain into chilled cocktail glass. Add lemon twist.
Hop Toad,"Light rum 0.75 oz
Apricot-flavored brandy 0.75 oz
Lime juice 0.5 oz",Shake with ice and strain into chilled cocktail glass.
Hop Toad Cocktail,"Lime juice 0.5 oz
Old mr. boston apricot flavored brandy 0.75 oz
Old mr. boston rum 0.75 oz",Stir with ice and strain into cocktail glass.
Horse's Neck (With A Kick),"Wide spiral of lemon zest 1.0 oz
Bourbon whiskey 2.0 oz
Ginger ale 3.0 oz",Insert the lemon spiral in Collins glass with one end hanging over the rim. Fill glass with ice cubes. Add whiskey. Fill with ginger ale and stir well.
Hot Brandy Flip,"Egg 1.0 units
Powdered sugar 1.0 oz
Brandy 1.5 oz","Beat egg, sugar, and brandy; pour into mug and fill with hot milk. Stir. Sprinkle nutmeg on top."
Hot Pants,"Lime wedges 1.0 units
Coarse salt 1.0 oz
Blanco tequila 1.5 oz
Peppermint schnapps 0.5 oz
Grapefruit juice 0.5 oz
Simple syrup 2.0 oz",Rim old-fashioned glass with lime and salt. Fill with ice. Shake remaining ingredients with ice. Strain into glass.
Hot Shot Margarita,"Tequila 2.0 oz
Hot shot tropical fruit liqueur 1.0 oz
Lemon 1.5 units","Rub rim of cocktail glass with rind of lemon or lime, dip rim in salt. Shake ingredients with ice and strain into the salt-rimmed glass."
Hot Shot Margarita with Lime juice,"Lime juice 1.5 oz
Tequila 2.0 oz
Hot shot tropical fruit liqueur 1.0 oz","Rub rim of cocktail glass with rind of lemon or lime, dip rim in salt. Shake ingredients with ice and strain into the salt-rimmed glass."
Hotel D'alsace,"Fresh rosemary sprig 1.0 oz
Irish whiskey 2.0 oz
Benedictine 0.5 oz
Triple sec 0.5 oz",Muddle leaves from half-sprig of rosemary in mixing glass and reserve the other half. Add remaining ingredients. Stir with ice and strain into ice-filled old-fashioned glass. Garnish with remaining half-sprig of rosemary.
Hotel Plaza Cocktail,"Sweet vermouth 0.75 oz
Dry vermouth 0.75 oz
Gin 0.75 oz",Stir with ice and strain into cocktail glass. Decorate with a slice of pineapple.
Humpty Dumpty,"Vodka 2.0 oz
Orange juice 1.0 oz
Galliano 0.5 oz
Egg 1.0 units
Peychaud's bitters 3.0 oz",Shake without ice. Shake with ice and strain into chilled cocktail glass.
Huntsman Cocktail,"Vodka 1.5 oz
Jamaica rum 0.5 oz
Lime juice 0.5 oz
Simple syrup 0.5 oz",Shake with ice and strain into chilled cocktail glass.
Hurricane,"Each dark rum 1.5 oz
Light rum 1.5 oz
Passion fruit syrup 1.0 oz
Lime juice 1.0 oz
Orange juice 0.75 oz
Each simple syrup 0.5 oz
Grenadine 0.5 oz
Orange half-wheel 1.0 units
Maraschino cherry 1.0 units",Shake with ice and strain into ice-filled hurricane glass. Garnish with orange and cherry.
Hurricane Leah,"Light rum 0.25 oz
Cherry-flavored brandy 1.0 oz
Simple syrup 1.5 oz
Lemon juice 1.5 oz
Orange juice 3.0 oz
Orange wheel 1.0 units","Pour ingredients, in order given, into ice-filled hurricane glass and stir. Garnish with orange wheel."
Hush and Wonder,"Creme de violette 1.0 oz
Light rum 2.0 oz
Lime juice 0.75 oz
Simple syrup 0.75 oz
Grapefruit bitters 3.0 oz",Pour creme de violette into chilled cocktail glass and swirl to coat; discard excess liqueur. Shake remaining ingredients with ice and strain into glass.
Hyatt's Jamaican Banana,"Light rum 0.5 oz
White creme de cacao 0.5 oz
Creme de banana 0.5 oz
Vanilla ice cream 2.0 oz
Half-and-half 1.0 oz
Banana 1.0 oz","Blend, then garnish with 2 slices banana, strawberry, and nutmeg, and serve in a large brandy snifter."
I.A.P.,"Tennessee whiskey 2.0 oz
Fernet-branca 0.25 oz
Cola 3.0 oz",Build in ice-filled Collins glass.
Ibiza,"Orange-flavored vodka 1.0 oz
Campari 0.5 oz
Grapefruit juice 1.0 oz
Pomegranate molasses 1.0 oz
Peach schnapps 1.0 oz
Apple schnapps 1.0 oz
Grapefruit twist 1.0 units",Shake with ice and strain into chilled cocktail glass. Add grapefruit twist.
Ice Cream Flip,"Egg 1.0 units
Maraschino 1.0 oz
Triple sec 1.0 oz",Shake with ice and strain into sour glass. Sprinkle a little nutmeg on top.
Imperial Fizz,"Light rum 0.5 oz
Lemon juice 1.0 oz
Simple syrup 0.5 oz
Soda water 1.0 oz
Bourbon 1.5 oz",Shake first four ingredients with ice and strain into ice-filled highball glass. Fill with soda water and stir.
Imperial Fizz with Rye whiskey,"Rye whiskey 1.5 oz
Light rum 0.5 oz
Lemon juice 1.0 oz
Simple syrup 0.5 oz
Soda water 1.0 oz",Shake first four ingredients with ice and strain into ice-filled highball glass. Fill with soda water and stir.
Incider Cocktail,"Apple cider 4.0 oz
Apple slice 1.0 units
Rye 1.5 oz",Stir whiskey and apple cider in ice-filled old-fashioned glass. Garnish with apple.
Incider Cocktail with Bourbon whiskey,"Bourbon whiskey 1.5 oz
Apple cider 4.0 oz
Apple slice 1.0 units",Stir whiskey and apple cider in ice-filled old-fashioned glass. Garnish with apple.
Irish Rickey,"Irish whiskey 1.5 oz
Lime juice 0.5 oz
Soda water 1.0 oz
Lime wedges 1.0 units",Pour whiskey and lime juice into ice-filled highball glass. Fill with soda water and stir. Garnish with lime.
Irish Shillelagh,"Irish whiskey 1.5 oz
Light rum 1.0 oz
Sloe gin 0.5 oz
Lemon juice 1.0 oz
Simple syrup 0.5 oz
Raspberries 1.0 units
Strawberries 1.0 units
Peach slices 2.0 units
Maraschino cherry 1.0 units","Shake with ice and strain into ice-filled Irish coffee glass. Garnish with berries, peach slices, and cherry."
Irish Whiskey Cocktail,"Irish whiskey 2.0 oz
Triple sec 0.5 oz
Anisette 0.5 oz
Maraschino liqueur 0.25 oz
Angostura bitters 1.0 oz
Green olive 1.0 oz",Stir with ice and strain into chilled cocktail glass. Garnish with olive.
Irish Whiskey Highball,"Irish whiskey 2.0 oz
Lemon twist 1.0 units
Ginger ale 3.0 oz","Pour whiskey into ice-filled highball glass. Fill with ginger ale or soda water. Add lemon twist, if desired, and stir."
Irish Whiskey Highball with Soda water,"Soda water 1.0 oz
Irish whiskey 2.0 oz
Lemon twist 1.0 units","Pour whiskey into ice-filled highball glass. Fill with ginger ale or soda water. Add lemon twist, if desired, and stir."
Irish Whisky,"Mr. boston triple sec 0.5 oz
Absinthe 0.5 oz
Maraschino 0.25 oz
Bitters 1.0 oz
Irish whiskey 2.0 oz",Stir with ice and strain into cocktail glass. Serve with an olive.
Irish Whisky Cocktail,"Old mr. boston triple sec 0.5 oz
Absinthe 0.5 oz
Maraschino 0.25 oz
Bitters 1.0 oz
Irish whiskey 2.0 oz",Stir with ice and strain into cocktail glass. Serve with an olive.
Irresistible,"Light rum 1.5 oz
Sweet vermouth 0.5 oz
Benedictine 0.25 oz
Lemon juice 0.25 oz
Lemon twist 1.0 units",Shake and strain into cocktail glass. Add lemon twist.
